player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0033906,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,228,950.0,6,0.0,0.0,52.0,-18.174864595851048,0,68,89,543.0,2,1.0,0.0,79.0,542.0,18.0,-6.146962946878427,0,-15.471683784094115,2.978429999348596,0.3348237122882166,4.702021597624646,0.0,197.3,265.3,14,0.20090293453724606,0.02254566210045662,0.3575197889182058,0.3193909314862344,0.1740942609810837,0.10526315789473684,0.1323529411764706,0.12903225806451613,0.13967870943791028,0.16032804036381434,1.2257336343115124,0.22992390757977574
00-0033908,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-3.0,0,0.0,0.0,0.0,-0.9448826210573316,0,59,95,737.0,5,0.0,0.0,781.0,322.0,33.0,9.66519119279009,1,12.906007594174369,3.1014791670544795,3.304916050523547,6.965659985948202,0.0,105.4,164.4,12,0.24173027989821882,0.2636731937879811,0.2131039046988749,0.5735339748777131,0.2534387895460798,0.23809523809523808,0.24812030075187969,0.24675324675324675,0.24576701382065894,0.2503700792559115,1.8753180661577609,0.15420402956515214
00-0033908,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,10.0,0,0.0,0.0,1.0,0.21570440579671413,0,67,100,710.0,6,1.0,0.0,758.0,269.0,28.0,3.8681466335284114,0,11.177548390647058,2.9892988056822354,3.192013869824147,6.7183579174002555,0.0,108.0,175.0,12,0.25316455696202533,0.2618307426597582,0.20164917541229385,0.5892114295708446,0.2445745780227351,0.3333333333333333,0.2,0.21518987341772153,0.2889539556780342,0.26232632908485476,1.7974683544303798,0.17276783951348576
00-0033921,2023,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,18.0,0.0,0.0,-0.7111730779288337,0,0.0,0.0,4,38.0,1,0.0,0.0,3.0,3.3153676909860224,0,83,130,1024.0,2,0.0,0.0,1180.0,376.0,53.0,44.001912592251465,1,15.23549886744565,4.066448334129675,4.452738392912001,9.216589376232914,0.0,126.2,209.2,17,0.22887323943661972,0.24254881808838644,0.1951219512195122,0.5373489136256387,0.2532146389713155,0.07142857142857142,0.28191489361702127,0.25462962962962965,0.1623216051999435,0.2168574254627667,1.8028169014084507,0.15144495280013898
00-0033921,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,1.0,1.535549481457565,0,50,62,576.0,5,1.0,0.0,356.0,350.0,32.0,35.511457796120396,0,12.045786463278723,1.971569771058853,2.0736919616100313,4.408939029715301,0.0,87.80000000000001,137.8,7,0.26495726495726496,0.24619640387275243,0.30303030303030304,0.5943930205340995,0.30984400215169444,0.2777777777777778,0.32323232323232326,0.3162393162393162,0.29381088996473614,0.30343075727691116,2.4615384615384617,0.1911340434975588
00-0033923,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,135,411.0,9,0.0,0.0,38.0,-4.943675237866472,0,15,21,84.0,0,0.0,0.0,-6.0,98.0,5.0,-2.7660895040025935,0,4.999999999999999,0.5963524088016859,-0.010723170165850246,0.8870223940864337,0.0,103.5,118.5,15,0.03783783783783784,-0.0013114754098360656,0.057919621749408984,0.055707576428887906,0.02319160684704583,0.0,0.03289473684210526,0.028735632183908046,0.011595803423522915,0.018553285477636666,0.15135135135135136,0.09623349412853871
00-0033923,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,200,728.0,7,0.0,0.0,42.0,2.1483876313845216,0,23,32,176.0,0,0.0,0.0,-58.0,216.0,10.0,3.0172128671776366,0,18.108333333333334,0.8725156626621552,-0.24173479399781694,1.1395591381947607,0.0,132.4,155.4,13,0.06517311608961303,-0.01806290875116786,0.116254036598493,0.08330934713348526,0.05351170568561873,0.0,0.05555555555555555,0.04975124378109453,0.026755852842809364,0.04280936454849499,0.35845213849287166,0.1292995856422545
00-0033925,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,109,425.0,4,1.0,0.0,24.0,-4.143150425195927,0,11,16,77.0,1,0.0,0.0,21.0,65.0,6.0,1.204451046185568,0,10.451428571428572,0.5139678471575023,-0.0025617968902794663,0.7691585129130579,0.0,80.2,91.2,9,0.055944055944055944,0.011087645195353749,0.07238307349665925,0.09278620007236692,0.04553518628030751,0.14285714285714285,0.06741573033707865,0.07291666666666667,0.09419616456872518,0.06499957759567458,0.2692307692307692,0.14251336062755882
00-0033925,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,71,232.0,0,2.0,1.0,10.0,-24.159471105609555,0,6,8,54.0,0,0.0,0.0,1.0,48.0,1.0,0.8397850546753034,0,-0.34761904761904727,0.2610384959664535,0.01624698319041413,0.4029306321829701,0.0,26.6,32.6,10,0.02203856749311295,0.00039385584875935406,0.05155746509129968,0.033372935918676905,0.02716297786720322,0.0,0.011235955056179775,0.01020408163265306,0.01358148893360161,0.021730382293762576,0.1487603305785124,0.04739612107818906
00-0033936,2023,REG,40,53,349.0,1,0.0,6.0,27.0,0,0,339.0,150.0,19.0,5.580714992024477,0,4.762842106539585,0.5058760130365443,8,35.0,0,1.0,0.0,2.0,2.021098795288708,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.46,21.46,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04378519546233576
00-0033943,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,40,64,608.0,5,1.0,1.0,645.0,173.0,32.0,14.700263801555883,0,15.687563326269583,1.9714406900904498,2.9996325035636717,5.056903787630245,0.0,88.80000000000001,128.8,16,0.11169284467713787,0.1691137912952281,0.08277511961722488,0.30283030005188927,0.1393536557414623,0.1724137931034483,0.14746543778801843,0.15040650406504066,0.1558837244224553,0.1459656832138595,1.0610820244328099,0.07899804958231621
00-0033943,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,24,194.0,1,0.0,0.0,270.0,35.0,7.0,8.287608537243461,0,4.123918030961131,0.7063393843994876,1.04860258249059,1.7935308843426445,0.0,25.400000000000002,38.4,8,0.0851063829787234,0.13399503722084366,0.03995433789954338,0.23485560424476004,0.11887254901960784,0.14285714285714285,0.10606060606060606,0.1095890410958904,0.13086484593837533,0.12366946778711484,0.6879432624113475,0.06690128575908567
00-0033948,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,106,306.0,1,1.0,0.0,19.0,-26.248758762661247,0,18,20,62.0,0,0.0,0.0,-27.0,87.0,1.0,-7.395753533012436,0,7.627777777777777,0.6461915218938545,-0.12489177334807967,0.881863041497126,0.0,42.8,60.800000000000004,13,0.043859649122807015,-0.007403345215245407,0.06290672451193059,0.059866797512014194,0.01855731816821311,0.0,0.006369426751592357,0.0055248618784530384,0.009278659084106555,0.014845854534570489,0.13596491228070176,0.05013440638554018
00-0033948,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,48,164.0,1,0.0,0.0,11.0,-9.671907182042313,0,9,11,57.0,0,0.0,0.0,-14.0,53.0,3.0,0.6748395978100579,0,16.416666666666668,0.3766376889159663,-0.09898234069904996,0.49566889488461446,0.0,28.1,37.1,13,0.025404157043879907,-0.00398406374501992,0.04209690230341541,0.03491898456980392,0.020697167755991286,0.0,0.024,0.02158273381294964,0.010348583877995643,0.01655773420479303,0.13163972286374134,0.03784324125831327
00-0033949,2023,REG,262,417,2464.0,13,10.0,30.0,217.0,7,5,3320.0,1003.0,126.0,-80.74965717074797,1,10.019750557365622,0.8529584814598875,77,421.0,6,5.0,1.0,31.0,13.464617508027004,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,202.66,202.66,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2046326588311321
00-0033949,2024,REG,32,47,361.0,2,2.0,2.0,28.0,1,0,373.0,101.0,18.0,5.55747983542185,0,1.8941869599371564,0.03740928132295261,9,24.0,2,1.0,1.0,2.0,-2.7943142913863994,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.839999999999996,30.839999999999996,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12763844052644646
00-0033955,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,55,261.0,4,0.0,0.0,15.0,7.9352832524156955,1,9,12,27.0,0,0.0,0.0,20.0,33.0,1.0,-1.2831246035639197,0,6.5,0.3785564381383566,0.06537721174884195,0.6135987054317242,0.0,54.800000000000004,63.800000000000004,14,0.027210884353741496,0.005819028222286878,0.022,0.04547154910844174,0.008125188083057478,0.0,0.006134969325153374,0.005263157894736842,0.004062594041528739,0.006500150466445982,0.061224489795918366,0.04675636853985284
00-0033958,2023,REG,0,0,0.0,0,0.0,1.0,5.0,1,0,0.0,0.0,0.0,-0.09442649222910404,0,0.0,0.0,2,-4.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004820438659918052
00-0034054,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,12,121.0,1,0.0,0.0,92.0,49.0,8.0,5.9576272064005025,0,8.174603174603174,0.36313098140684347,0.28409581759331726,0.7435635444255873,0.0,18.1,27.1,6,0.06217616580310881,0.053117782909930716,0.057579318448883664,0.1357584750326078,0.06782511210762332,0.07142857142857142,0.09302325581395349,0.09,0.06962684176809737,0.06854580397181295,0.6269430051813472,0.040281824127474886
00-0034054,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,9,66.0,0,0.0,0.0,71.0,11.0,4.0,4.595730058965273,0,3.741595925297114,0.2721899939641875,0.3509940288238977,0.6539808111230097,0.0,6.6000000000000005,13.600000000000001,4,0.06382978723404255,0.08754623921085081,0.023255813953488372,0.1657816722197445,0.07647740440324449,0.0,0.08,0.07407407407407407,0.038238702201622246,0.0611819235225956,0.46808510638297873,0.04480759093305219
00-0034073,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,12.0,0,0.0,0.0,17.0,12.0,1.0,0.5722602570895106,0,0.0,0.07614942528735633,0.07083333333333333,0.16380747126436782,0.0,1.2000000000000002,2.2,2,0.03508771929824561,0.03469387755102041,0.06060606060606061,0.08038668098818474,0.030226700251889168,0.0,0.058823529411764705,0.05263157894736842,0.015113350125944584,0.024181360201511334,0.21052631578947367,0.016938712657838008
00-0034073,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5.0,0,0.0,0.0,1.0,4.0,0.0,0.13682030281051993,0,5.0,0.034482758620689655,0.00423728813559322,0.05469023962594974,0.0,0.5,1.5,1,0.03225806451612903,0.004329004329004329,0.0425531914893617,0.05185030023739701,0.025380710659898477,,0.0,0.0,,,0.16129032258064516,0.029655990510083035
00-0034115,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,188.0,0,0.0,0.0,8.0,-0.9232725574984215,0,14,17,85.0,0,0.0,0.0,46.0,69.0,3.0,2.6493050900326858,0,1.2007575757575766,0.5208714896214897,0.20690994870895507,0.926144198528503,0.0,27.3,41.300000000000004,9,0.05782312925170068,0.020674157303370785,0.06934673366834171,0.10327401972024765,0.03881278538812785,0.0,0.027777777777777776,0.024793388429752067,0.019406392694063926,0.031050228310502283,0.2891156462585034,0.05373406193078325
00-0034115,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,16,57.0,0,0.0,0.0,3.0,-4.626434945375593,0,3,3,19.0,0,0.0,0.0,0.0,19.0,0.0,0.5416194528806955,0,-5.0,0.07627627627627628,0.0003787786222233082,0.11467955944997073,0.0,7.6000000000000005,10.600000000000001,7,0.01171875,0.0,0.018590998043052837,0.017578125,0.010875787063537493,0.0,0.0,0.0,0.005437893531768746,0.008700629650829994,0.07421875,0.01843542384082925
00-0034159,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,17,22,172.0,1,0.0,0.0,62.0,120.0,8.0,8.722147255612072,0,27.328703703703702,0.6855969311444693,0.3385033545824807,1.2653477449244406,0.0,23.200000000000003,40.2,12,0.05250596658711217,0.020960108181203516,0.08264462809917356,0.09552703642563107,0.058603066439523,0.0625,0.06015037593984962,0.06040268456375839,0.0605515332197615,0.0593824531516184,0.4105011933174224,0.04180967238689548
00-0034159,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,50,64,481.0,2,0.0,0.0,295.0,303.0,24.0,15.463689936034317,0,39.42597219959601,2.2575295349904563,1.2464086799564955,4.258780378455231,0.0,60.1,110.1,15,0.14382022471910114,0.07603092783505154,0.20570264765784113,0.27655507934669293,0.14072557050906964,0.10526315789473684,0.15789473684210525,0.15204678362573099,0.12299436420190324,0.1336330879862031,1.0808988764044944,0.09018528530004422
00-0034162,2024,REG,1,1,3.0,0,0.0,0.0,0.0,0,0,-4.0,7.0,0.0,-2.7066063629463315,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-0.38324439199641347,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008399832003359932
00-0034171,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-1.8090616408735514,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034177,2023,REG,48,77,360.0,1,4.0,9.0,64.0,1,0,477.0,190.0,16.0,-30.987578107018386,0,2.1070126356823606,-0.05296382447891782,4,5.0,0,1.0,0.0,3.0,2.6916901476797648,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.9,10.9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07082521117608838
00-0034177,2024,REG,27,50,276.0,1,1.0,2.0,11.0,0,0,313.0,151.0,11.0,-14.487911420525052,0,2.701650328089177,0.008882145236844332,3,9.0,0,0.0,0.0,1.0,0.6493757708813064,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.940000000000001,13.940000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07612494539100044
00-0034184,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,198,810.0,13,2.0,2.0,49.0,-12.828958436328318,1,12,13,180.0,0,1.0,0.0,32.0,145.0,5.0,9.551620966289192,0,41.175,0.5504449294421955,0.13868336823651595,0.9227457519288544,0.0,175.0,187.0,17,0.02631578947368421,0.007825874296894107,0.07936507936507936,0.045734383648041596,0.04637979902087091,0.0,0.027777777777777776,0.024154589371980676,0.023189899510435454,0.03710383921669673,0.3643724696356275,0.1216307628265168
00-0034184,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,101,365.0,4,0.0,0.0,17.0,-13.124124479896064,0,3,5,6.0,0,0.0,0.0,-15.0,11.0,0.0,-3.101063936483115,0,-0.3333333333333333,0.1761111111111111,-0.07003744425365514,0.21514045568910808,0.0,61.1,64.10000000000001,11,0.016556291390728478,-0.005809450038729667,0.011603375527426161,0.020186877055108982,0.0028208744710860366,0.0,0.0,0.0,0.0014104372355430183,0.002256699576868829,0.019867549668874173,0.07981770184788564
00-0034193,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,6.0,0,0.0,0.0,32.0,4.0,0.0,-1.121324737323448,0,3.0,0.11692307692307694,0.20873205741626794,0.3214970555760029,0.0,0.6000000000000001,1.6,2,0.05660377358490566,0.09907120743034056,0.017167381974248927,0.16416262632163095,0.017045454545454544,0.0,0.0,0.0,0.008522727272727272,0.013636363636363636,0.11320754716981132,0.011844832691738229
00-0034208,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,23.0,0,1.0,0.0,2.0,-1.9981542084133253,0,7,9,40.0,0,0.0,0.0,9.0,33.0,2.0,0.046215330461528925,0,4.7785714285714285,0.23792878887738128,0.016520145713086944,0.3684572853152328,0.0,6.300000000000001,13.3,7,0.036734693877551024,0.004032258064516129,0.03905325443786982,0.058327847267939444,0.019445794846864366,0.0,0.0196078431372549,0.017391304347826087,0.009722897423432183,0.015556635877491494,0.16326530612244897,0.020051863466409362
00-0034208,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,51.0,0,0.0,0.0,3.0,-0.974716876691673,0,1,3,-2.0,0,0.0,0.0,-14.0,2.0,0.0,-3.89994317345554,0,0.5,0.11948051948051948,-0.04579796264855687,0.1471622053667894,0.0,4.9,5.9,5,0.02027027027027027,-0.009595613433858808,0.005571030640668524,0.02272891465831836,-0.0019782393669634025,0.0,0.0,0.0,-0.0009891196834817012,-0.001582591493570722,-0.013513513513513514,0.014711749451426292
00-0034270,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-3.5422332452144474,0,61,87,621.0,0,0.0,0.0,595.0,246.0,27.0,6.411194102599364,0,19.097925098665293,2.6299457855340207,2.4806720447535,5.681389109628481,0.0,62.1,123.1,17,0.1447587354409318,0.14875,0.13804713804713806,0.3361381031613977,0.1841091016898903,0.0,0.17307692307692307,0.16167664670658682,0.09205455084494515,0.14728728135191224,1.0332778702163061,0.11181557243033098
00-0034270,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-3.2755141734378412,0,51,72,449.0,4,0.0,0.0,358.0,262.0,24.0,10.081812269940906,1,28.071011222448487,1.9990946807855825,1.5184965589313661,4.06158961243033,0.0,70.9,121.9,16,0.12478336221837089,0.09610738255033557,0.12931885488647582,0.26406094936782476,0.1204722296753421,0.14285714285714285,0.1256544502617801,0.1278538812785388,0.13166468626624248,0.12494921231170225,0.7781629116117851,0.09094435906235544
00-0034272,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,21,42,315.0,1,1.0,1.0,742.0,92.0,14.0,0.6663176012461647,0,6.8086640959781795,1.2067560432941005,3.081848684484555,3.967428144080339,0.0,35.5,56.5,16,0.06942148760330578,0.18890020366598778,0.035783741734733567,0.25525239433774893,0.07448569401749823,0.03571428571428571,0.06666666666666667,0.06302521008403361,0.05509998986589197,0.06673141235685573,0.5206611570247934,0.039015025963981875
00-0034272,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4.0,0,0.0,0.0,0.0,-0.27035670913755894,0,19,44,411.0,4,0.0,0.0,765.0,143.0,14.0,10.253649778934477,0,6.172236486037731,1.4904654189043778,3.238803569894273,4.5028606272825575,0.0,65.5,84.5,13,0.11055276381909548,0.22924782738987115,0.09166666666666666,0.34922740764054017,0.147470398277718,0.21052631578947367,0.11023622047244094,0.1232876712328767,0.17899835703359585,0.16008158178006912,1.0326633165829147,0.08102562135624423
00-0034279,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,62.0,0,0.0,0.0,53.0,7.0,3.0,2.9717228445224464,0,4.446532999164578,0.2559090909090909,0.2613490458984477,0.5668079684925498,0.0,6.2,11.2,5,0.04411764705882353,0.04453781512605042,0.014256619144602852,0.10180672268907563,0.05656934306569343,0.0,0.05555555555555555,0.047619047619047616,0.028284671532846715,0.04525547445255475,0.45588235294117646,0.027089783281733743
00-0034286,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10,14,114.0,0,0.0,0.0,129.0,61.0,5.0,4.2132022925361525,0,9.469080338266386,0.4034247352371827,0.5435505184881715,0.985622465797494,0.0,11.4,21.400000000000002,8,0.04697986577181208,0.06810982048574446,0.04784313725490196,0.1249576550463137,0.05798575788402848,0.0,0.054945054945054944,0.049019607843137254,0.02899287894201424,0.04638860630722279,0.3825503355704698,0.03304304860725094
00-0034297,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,22,161.0,0,0.0,0.0,297.0,31.0,7.0,1.0596630637301132,0,9.66780147662018,0.5555306621483092,1.0483060784067089,1.56711024810716,0.0,16.1,30.1,12,0.043824701195219126,0.07890541976620616,0.01802325581395349,0.12886138760579363,0.04781704781704782,0.0,0.04697986577181208,0.041666666666666664,0.02390852390852391,0.038253638253638256,0.3207171314741036,0.02659292504505778
00-0034317,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,9,37.0,1,0.0,0.0,91.0,1.0,3.0,2.2577621507807635,0,3.5405405405405403,0.2709219265101618,0.29480843198556983,0.6127487921551416,0.0,9.7,14.700000000000001,7,0.0379746835443038,0.04377104377104377,0.0014925373134328358,0.09197886033329072,0.020915771622385528,0.1,0.03614457831325301,0.043010752688172046,0.06045788581119277,0.03673261729790843,0.15611814345991562,0.024736647258775623
00-0034348,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,59,90,772.0,10,3.0,3.0,1060.0,156.0,37.0,22.994587154528944,0,12.205767101141742,3.301223616740858,5.697227547017675,8.93989470802366,0.0,131.2,190.20000000000002,16,0.18711018711018712,0.30182232346241455,0.08232189973614776,0.5221231394352124,0.23099940155595453,0.37037037037037035,0.25170068027210885,0.27011494252873564,0.30068488596316245,0.2588735953188377,1.604989604989605,0.15194363226765087
00-0034348,2024,REG,2,2,30.0,1,0.0,0.0,0.0,0,0,19.0,11.0,2.0,7.49073817639146,0,2.6470588235294117,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,81,135,1081.0,8,1.0,1.0,1787.0,179.0,57.0,37.14292305415117,0,10.335929535933756,4.147726951559767,7.704617053823575,11.614822365016153,0.0,159.3,240.3,16,0.24816176470588236,0.4503528225806452,0.09013091641490432,0.7325249051233398,0.29665203073545554,0.26666666666666666,0.3475609756097561,0.33505154639175255,0.28165934870106113,0.29065495792169777,1.9871323529411764,0.1759846498615851
00-0034351,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,-0.45955811988096684,0,59,83,592.0,3,0.0,0.0,445.0,319.0,33.0,16.14812831702584,0,21.61008305758972,2.721693260446011,1.7420044387278621,5.301942997778521,0.0,77.3,136.3,14,0.17965367965367965,0.10845722641969291,0.21641791044776118,0.3562463006162738,0.17396414928004703,0.15,0.20496894409937888,0.19889502762430938,0.1619820746400235,0.16917131942403763,1.2813852813852813,0.11172863794347171
00-0034351,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,42,52,496.0,2,2.0,0.0,343.0,257.0,20.0,19.366237246305353,0,10.478170252474355,1.9282225945724814,1.724581425889736,4.0995408899815375,0.0,61.599999999999994,103.6,10,0.17993079584775087,0.15576748410535876,0.23174030658250677,0.39451018105591334,0.226691042047532,0.16666666666666666,0.19230769230769232,0.1896551724137931,0.1966788543570993,0.21468616697135892,1.7162629757785468,0.11971066071965056
00-0034353,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,16.0,0,0.0,0.0,15.0,1.0,1.0,2.180934162577614,0,1.0666666666666667,0.0625,0.07936507936507936,0.14930555555555555,0.0,1.6,2.6,1,0.058823529411764705,0.07853403141361257,0.008620689655172414,0.15106251924853709,0.08695652173913043,0.0,0.125,0.1,0.043478260869565216,0.06956521739130435,0.9411764705882353,0.02770083102493075
00-0034364,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,15,23,132.0,0,0.0,0.0,109.0,58.0,6.0,-1.0378406735835597,0,23.526774891774892,0.7420062562255719,0.43641040729953473,1.4184966694480323,0.0,13.200000000000001,28.200000000000003,13,0.04904051172707889,0.025509010063187457,0.038821954484605084,0.0939679756411683,0.0414572864321608,0.0,0.045454545454545456,0.0392156862745098,0.0207286432160804,0.033165829145728645,0.2814498933901919,0.025627976298665898
